Airline,Price,Start_Day,Start_time,take_place,End_time,destination,flight_time,transit,total_time_hour,End_day,Is_Transit,Is_VietJet_Air,Is_Vietnam_Airlines,Is_Bamboo_Airways,Is_Vietravel_Airlines,Id_Plane
"VietJet Air, Vietravel Airlines",3682796,07-05-2024,12:35,DAD,18:10,PQC,5h 35m,"1 điểm dừng
Tự trung chuyển",5.58,07-05-2024,1,1,0,0,1,5586
"VietJet Air, Vietravel Airlines",3682796,07-05-2024,09:15,DAD,18:10,PQC,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,07-05-2024,1,1,0,0,1,5587
"VietJet Air, Vietravel Airlines",3682796,07-05-2024,07:05,DAD,18:10,PQC,11h 5m,"1 điểm dừng
Tự trung chuyển",11.08,07-05-2024,1,1,0,0,1,5588
VietJet Air,3873293,08-05-2024,14:15,DAD,16:00,PQC,1h 45m,Bay thẳng,1.75,08-05-2024,0,0,0,0,0,5589
VietJet Air,3530783,08-05-2024,12:35,DAD,18:30,PQC,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,08-05-2024,0,0,0,0,0,5590
VietJet Air,3530783,08-05-2024,09:15,DAD,18:30,PQC,9h 15m,"1 điểm dừng
Tự trung chuyển",9.25,08-05-2024,0,0,0,0,0,5591
VietJet Air,3530783,08-05-2024,07:55,DAD,18:30,PQC,10h 35m,"1 điểm dừng
Tự trung chuyển",10.58,08-05-2024,0,0,0,0,0,5592
VietJet Air,3530783,08-05-2024,07:05,DAD,18:30,PQC,11h 25m,"1 điểm dừng
Tự trung chuyển",11.42,08-05-2024,0,0,0,0,0,5593
VietJet Air,3530783,08-05-2024,06:00,DAD,18:30,PQC,12h 30m,"1 điểm dừng
Tự trung chuyển",12.5,08-05-2024,0,0,0,0,0,5594
"Bamboo Airways, VietJet Air",3578116,08-05-2024,12:50,DAD,18:30,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,08-05-2024,1,1,0,1,0,5595
"VietJet Air, Vietravel Airlines",3682796,08-05-2024,12:35,DAD,18:10,PQC,5h 35m,"1 điểm dừng
Tự trung chuyển",5.58,08-05-2024,1,1,0,0,1,5596
"VietJet Air, Vietravel Airlines",3682796,08-05-2024,09:15,DAD,18:10,PQC,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,08-05-2024,1,1,0,0,1,5597
"VietJet Air, Vietravel Airlines",3682796,08-05-2024,07:05,DAD,18:10,PQC,11h 5m,"1 điểm dừng
Tự trung chuyển",11.08,08-05-2024,1,1,0,0,1,5598
VietJet Air,3530783,09-05-2024,12:35,DAD,18:30,PQC,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,09-05-2024,0,0,0,0,0,5599
VietJet Air,3530783,09-05-2024,09:15,DAD,18:30,PQC,9h 15m,"1 điểm dừng
Tự trung chuyển",9.25,09-05-2024,0,0,0,0,0,5600
VietJet Air,3530783,09-05-2024,07:55,DAD,18:30,PQC,10h 35m,"1 điểm dừng
Tự trung chuyển",10.58,09-05-2024,0,0,0,0,0,5601
VietJet Air,3530783,09-05-2024,07:05,DAD,18:30,PQC,11h 25m,"1 điểm dừng
Tự trung chuyển",11.42,09-05-2024,0,0,0,0,0,5602
VietJet Air,3530783,09-05-2024,06:00,DAD,18:30,PQC,12h 30m,"1 điểm dừng
Tự trung chuyển",12.5,09-05-2024,0,0,0,0,0,5603
"Bamboo Airways, VietJet Air",3578116,09-05-2024,12:50,DAD,18:30,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,09-05-2024,1,1,0,1,0,5604
"VietJet Air, Vietravel Airlines",3682796,09-05-2024,12:35,DAD,18:10,PQC,5h 35m,"1 điểm dừng
Tự trung chuyển",5.58,09-05-2024,1,1,0,0,1,5605
"VietJet Air, Vietravel Airlines",3682796,09-05-2024,09:15,DAD,18:10,PQC,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,09-05-2024,1,1,0,0,1,5606
"VietJet Air, Vietravel Airlines",3682796,09-05-2024,07:05,DAD,18:10,PQC,11h 5m,"1 điểm dừng
Tự trung chuyển",11.08,09-05-2024,1,1,0,0,1,5607
VietJet Air,3873293,10-05-2024,14:15,DAD,16:00,PQC,1h 45m,Bay thẳng,1.75,10-05-2024,0,0,0,0,0,5608
VietJet Air,3530783,10-05-2024,12:35,DAD,18:30,PQC,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,10-05-2024,0,0,0,0,0,5609
VietJet Air,3530783,10-05-2024,09:15,DAD,18:30,PQC,9h 15m,"1 điểm dừng
Tự trung chuyển",9.25,10-05-2024,0,0,0,0,0,5610
VietJet Air,3530783,10-05-2024,07:55,DAD,18:30,PQC,10h 35m,"1 điểm dừng
Tự trung chuyển",10.58,10-05-2024,0,0,0,0,0,5611
VietJet Air,3530783,10-05-2024,07:05,DAD,18:30,PQC,11h 25m,"1 điểm dừng
Tự trung chuyển",11.42,10-05-2024,0,0,0,0,0,5612
VietJet Air,3530783,10-05-2024,06:00,DAD,18:30,PQC,12h 30m,"1 điểm dừng
Tự trung chuyển",12.5,10-05-2024,0,0,0,0,0,5613
"Bamboo Airways, VietJet Air",3578116,10-05-2024,12:50,DAD,18:30,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,10-05-2024,1,1,0,1,0,5614
"VietJet Air, Vietravel Airlines",3682796,10-05-2024,12:35,DAD,18:10,PQC,5h 35m,"1 điểm dừng
Tự trung chuyển",5.58,10-05-2024,1,1,0,0,1,5615
"VietJet Air, Vietravel Airlines",3682796,10-05-2024,09:15,DAD,18:10,PQC,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,10-05-2024,1,1,0,0,1,5616
"VietJet Air, Vietravel Airlines",3682796,10-05-2024,07:05,DAD,18:10,PQC,11h 5m,"1 điểm dừng
Tự trung chuyển",11.08,10-05-2024,1,1,0,0,1,5617
VietJet Air,3873293,11-05-2024,14:15,DAD,16:00,PQC,1h 45m,Bay thẳng,1.75,11-05-2024,0,0,0,0,0,5618
VietJet Air,3530783,11-05-2024,12:35,DAD,18:30,PQC,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,11-05-2024,0,0,0,0,0,5619
VietJet Air,3530783,11-05-2024,09:15,DAD,18:30,PQC,9h 15m,"1 điểm dừng
Tự trung chuyển",9.25,11-05-2024,0,0,0,0,0,5620
VietJet Air,3530783,11-05-2024,07:55,DAD,18:30,PQC,10h 35m,"1 điểm dừng
Tự trung chuyển",10.58,11-05-2024,0,0,0,0,0,5621
VietJet Air,3530783,11-05-2024,07:05,DAD,18:30,PQC,11h 25m,"1 điểm dừng
Tự trung chuyển",11.42,11-05-2024,0,0,0,0,0,5622
VietJet Air,3530783,11-05-2024,06:00,DAD,18:30,PQC,12h 30m,"1 điểm dừng
Tự trung chuyển",12.5,11-05-2024,0,0,0,0,0,5623
"Bamboo Airways, VietJet Air",3578116,11-05-2024,12:50,DAD,18:30,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,11-05-2024,1,1,0,1,0,5624
"VietJet Air, Vietravel Airlines",3682796,11-05-2024,12:35,DAD,18:10,PQC,5h 35m,"1 điểm dừng
Tự trung chuyển",5.58,11-05-2024,1,1,0,0,1,5625
"VietJet Air, Vietravel Airlines",3682796,11-05-2024,09:15,DAD,18:10,PQC,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,11-05-2024,1,1,0,0,1,5626
"VietJet Air, Vietravel Airlines",3682796,11-05-2024,07:05,DAD,18:10,PQC,11h 5m,"1 điểm dừng
Tự trung chuyển",11.08,11-05-2024,1,1,0,0,1,5627
VietJet Air,4197766,05-05-2024,09:15,DAD,08:30,VDO,23h 15m,"1 điểm dừng
Tự trung chuyển",23.25,06-05-2024,0,0,0,0,0,5628
VietJet Air,4197766,05-05-2024,07:05,DAD,08:30,VDO,25h 25m,"1 điểm dừng
Tự trung chuyển",25.42,06-05-2024,0,0,0,0,0,5629
"Vietravel Airlines, VietJet Air",3830321,06-05-2024,23:05,DAD,08:30,VDO,9h 25m,"1 điểm dừng
Tự trung chuyển",9.42,07-05-2024,1,1,0,0,1,5631
VietJet Air,4180183,06-05-2024,19:40,DAD,08:30,VDO,12h 50m,"1 điểm dừng
Tự trung chuyển",12.83,07-05-2024,0,0,0,0,0,5632
VietJet Air,4197766,06-05-2024,14:20,DAD,08:30,VDO,18h 10m,"1 điểm dừng
Tự trung chuyển",18.17,07-05-2024,0,0,0,0,0,5633
VietJet Air,4197766,06-05-2024,12:35,DAD,08:30,VDO,19h 55m,"1 điểm dừng
Tự trung chuyển",19.92,07-05-2024,0,0,0,0,0,5634
VietJet Air,4197766,06-05-2024,09:15,DAD,08:30,VDO,23h 15m,"1 điểm dừng
Tự trung chuyển",23.25,07-05-2024,0,0,0,0,0,5635
VietJet Air,4197766,06-05-2024,07:05,DAD,08:30,VDO,25h 25m,"1 điểm dừng
Tự trung chuyển",25.42,07-05-2024,0,0,0,0,0,5636
"Vietravel Airlines, VietJet Air",3830321,07-05-2024,23:05,DAD,08:30,VDO,9h 25m,"1 điểm dừng
Tự trung chuyển",9.42,08-05-2024,1,1,0,0,1,5638
VietJet Air,4180183,07-05-2024,19:40,DAD,08:30,VDO,12h 50m,"1 điểm dừng
Tự trung chuyển",12.83,08-05-2024,0,0,0,0,0,5639
VietJet Air,4197766,07-05-2024,14:20,DAD,08:30,VDO,18h 10m,"1 điểm dừng
Tự trung chuyển",18.17,08-05-2024,0,0,0,0,0,5640
VietJet Air,4197766,07-05-2024,12:35,DAD,08:30,VDO,19h 55m,"1 điểm dừng
Tự trung chuyển",19.92,08-05-2024,0,0,0,0,0,5641
VietJet Air,4197766,07-05-2024,09:15,DAD,08:30,VDO,23h 15m,"1 điểm dừng
Tự trung chuyển",23.25,08-05-2024,0,0,0,0,0,5642
VietJet Air,4197766,07-05-2024,07:05,DAD,08:30,VDO,25h 25m,"1 điểm dừng
Tự trung chuyển",25.42,08-05-2024,0,0,0,0,0,5643
"Vietravel Airlines, VietJet Air",3830321,08-05-2024,23:05,DAD,08:30,VDO,9h 25m,"1 điểm dừng
Tự trung chuyển",9.42,09-05-2024,1,1,0,0,1,5645
VietJet Air,4180183,08-05-2024,19:40,DAD,08:30,VDO,12h 50m,"1 điểm dừng
Tự trung chuyển",12.83,09-05-2024,0,0,0,0,0,5646
VietJet Air,4197766,08-05-2024,14:20,DAD,08:30,VDO,18h 10m,"1 điểm dừng
Tự trung chuyển",18.17,09-05-2024,0,0,0,0,0,5647
VietJet Air,4197766,08-05-2024,12:35,DAD,08:30,VDO,19h 55m,"1 điểm dừng
Tự trung chuyển",19.92,09-05-2024,0,0,0,0,0,5648
VietJet Air,4197766,08-05-2024,09:15,DAD,08:30,VDO,23h 15m,"1 điểm dừng
Tự trung chuyển",23.25,09-05-2024,0,0,0,0,0,5649
VietJet Air,4197766,08-05-2024,07:05,DAD,08:30,VDO,25h 25m,"1 điểm dừng
Tự trung chuyển",25.42,09-05-2024,0,0,0,0,0,5650
"Vietravel Airlines, VietJet Air",3830321,09-05-2024,23:05,DAD,08:30,VDO,9h 25m,"1 điểm dừng
Tự trung chuyển",9.42,10-05-2024,1,1,0,0,1,5652
VietJet Air,4180183,09-05-2024,19:40,DAD,08:30,VDO,12h 50m,"1 điểm dừng
Tự trung chuyển",12.83,10-05-2024,0,0,0,0,0,5653
VietJet Air,4197766,09-05-2024,14:20,DAD,08:30,VDO,18h 10m,"1 điểm dừng
Tự trung chuyển",18.17,10-05-2024,0,0,0,0,0,5654
VietJet Air,4197766,09-05-2024,12:35,DAD,08:30,VDO,19h 55m,"1 điểm dừng
Tự trung chuyển",19.92,10-05-2024,0,0,0,0,0,5655
VietJet Air,4197766,09-05-2024,09:15,DAD,08:30,VDO,23h 15m,"1 điểm dừng
Tự trung chuyển",23.25,10-05-2024,0,0,0,0,0,5656
VietJet Air,4197766,09-05-2024,07:05,DAD,08:30,VDO,25h 25m,"1 điểm dừng
Tự trung chuyển",25.42,10-05-2024,0,0,0,0,0,5657
"Vietravel Airlines, VietJet Air",3830321,10-05-2024,23:05,DAD,08:30,VDO,9h 25m,"1 điểm dừng
Tự trung chuyển",9.42,11-05-2024,1,1,0,0,1,5659
VietJet Air,4180183,10-05-2024,19:40,DAD,08:30,VDO,12h 50m,"1 điểm dừng
Tự trung chuyển",12.83,11-05-2024,0,0,0,0,0,5660
VietJet Air,4197766,10-05-2024,14:20,DAD,08:30,VDO,18h 10m,"1 điểm dừng
Tự trung chuyển",18.17,11-05-2024,0,0,0,0,0,5661
VietJet Air,4197766,10-05-2024,12:35,DAD,08:30,VDO,19h 55m,"1 điểm dừng
Tự trung chuyển",19.92,11-05-2024,0,0,0,0,0,5662
VietJet Air,4197766,10-05-2024,09:15,DAD,08:30,VDO,23h 15m,"1 điểm dừng
Tự trung chuyển",23.25,11-05-2024,0,0,0,0,0,5663
VietJet Air,4197766,10-05-2024,07:05,DAD,08:30,VDO,25h 25m,"1 điểm dừng
Tự trung chuyển",25.42,11-05-2024,0,0,0,0,0,5664
"Vietravel Airlines, VietJet Air",3830321,11-05-2024,23:05,DAD,08:30,VDO,9h 25m,"1 điểm dừng
Tự trung chuyển",9.42,12-05-2024,1,1,0,0,1,5665
Vietnam Airlines,1573419,05-09-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,05-09-2025,0,0,0,0,0,5666
"Vietravel Airlines, Bamboo Airways",2049585,05-09-2025,11:05,DAD,17:40,DLI,6h 35m,"1 điểm dừng
Tự trung chuyển",6.58,05-09-2025,1,0,0,1,1,5668
"VietJet Air, Bamboo Airways",2114270,05-09-2025,11:10,DAD,17:40,DLI,6h 30m,"1 điểm dừng
Tự trung chuyển",6.5,05-09-2025,1,1,0,1,0,5669
VietJet Air,2228986,05-09-2025,11:25,DAD,17:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,05-09-2025,0,0,0,0,0,5670
"Vietnam Airlines, VietJet Air",2314174,05-09-2025,09:35,DAD,17:35,DLI,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,05-09-2025,1,1,1,0,0,5671
"Vietravel Airlines, VietJet Air",2342396,05-09-2025,11:05,DAD,16:30,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,05-09-2025,1,1,0,0,1,5672
"Vietravel Airlines, Vietnam Airlines",2523018,05-09-2025,11:05,DAD,18:20,DLI,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,05-09-2025,1,0,1,0,1,5673
Vietnam Airlines,1438762,10-09-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,10-09-2025,0,0,0,0,0,5682
"Vietravel Airlines, Vietnam Airlines",1842714,10-09-2025,11:05,DAD,18:20,DLI,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,10-09-2025,1,0,1,0,1,5684
"VietJet Air, Vietnam Airlines",1857691,10-09-2025,06:55,DAD,13:50,DLI,6h 55m,"1 điểm dừng
Tự trung chuyển",6.92,10-09-2025,1,1,1,0,0,5685
"VietJet Air, Vietnam Airlines",1857691,10-09-2025,06:30,DAD,13:50,DLI,7h 20m,"1 điểm dừng
Tự trung chuyển",7.33,10-09-2025,1,1,1,0,0,5686
VietJet Air,1986048,10-09-2025,06:55,DAD,12:15,DLI,5h 20m,"1 điểm dừng
Tự trung chuyển",5.33,10-09-2025,0,0,0,0,0,5687
VietJet Air,1986048,10-09-2025,05:30,DAD,12:15,DLI,6h 45m,"1 điểm dừng
Tự trung chuyển",6.75,10-09-2025,0,0,0,0,0,5688
VietJet Air,2228986,10-09-2025,11:25,DAD,17:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,10-09-2025,0,0,0,0,0,5689
VietJet Air,1662770,13-09-2025,14:55,DAD,19:30,DLI,4h 35m,"1 điểm dừng
Tự trung chuyển",4.58,13-09-2025,0,0,0,0,0,5697
"Vietravel Airlines, Vietnam Airlines",2010768,13-09-2025,11:05,DAD,18:20,DLI,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,13-09-2025,1,0,1,0,1,5698
Vietnam Airlines,1573419,14-09-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,14-09-2025,0,0,0,0,0,5699
VietJet Air,1298998,14-09-2025,13:35,DAD,14:40,DLI,1h 5m,Bay thẳng,1.08,14-09-2025,0,0,0,0,0,5701
VietJet Air,2228986,14-09-2025,11:25,DAD,17:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,14-09-2025,0,0,0,0,0,5702
"Vietravel Airlines, Vietnam Airlines",2441781,14-09-2025,11:05,DAD,18:20,DLI,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,14-09-2025,1,0,1,0,1,5703
"Vietnam Airlines, VietJet Air",2893913,14-09-2025,09:35,DAD,17:35,DLI,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,14-09-2025,1,1,1,0,0,5704
Vietnam Airlines,1438762,20-09-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,20-09-2025,0,0,0,0,0,5715
VietJet Air,1298998,20-09-2025,15:45,DAD,16:50,DLI,1h 5m,Bay thẳng,1.08,20-09-2025,0,0,0,0,0,5717
"Vietravel Airlines, Vietnam Airlines",2033990,20-09-2025,11:05,DAD,18:20,DLI,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,20-09-2025,1,0,1,0,1,5718
"VietJet Air, Vietnam Airlines",1963915,24-09-2025,12:15,DAD,18:20,DLI,6h 5m,"1 điểm dừng
Tự trung chuyển",6.08,24-09-2025,1,1,1,0,0,5728
"VietJet Air, Vietnam Airlines",1964949,24-09-2025,05:30,DAD,11:10,DLI,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,24-09-2025,1,1,1,0,0,5729
Vietnam Airlines,1438762,25-09-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,25-09-2025,0,0,0,0,0,5730
VietJet Air,1298998,25-09-2025,15:45,DAD,16:50,DLI,1h 5m,Bay thẳng,1.08,25-09-2025,0,0,0,0,0,5732
"Vietravel Airlines, Bamboo Airways",1926444,25-09-2025,11:05,DAD,17:40,DLI,6h 35m,"1 điểm dừng
Tự trung chuyển",6.58,25-09-2025,1,0,0,1,1,5733
"Vietravel Airlines, Vietnam Airlines",1954252,25-09-2025,11:05,DAD,18:20,DLI,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,25-09-2025,1,0,1,0,1,5734
"VietJet Air, Bamboo Airways",2043655,25-09-2025,11:10,DAD,17:40,DLI,6h 30m,"1 điểm dừng
Tự trung chuyển",6.5,25-09-2025,1,1,0,1,0,5735
"VietJet Air, Vietnam Airlines",2071463,25-09-2025,11:10,DAD,18:20,DLI,7h 10m,"1 điểm dừng
Tự trung chuyển",7.17,25-09-2025,1,1,1,0,0,5736
"Vietravel Airlines, VietJet Air",2289024,25-09-2025,11:05,DAD,16:30,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,25-09-2025,1,1,0,0,1,5737
"VietJet Air, Vietnam Airlines",2294540,25-09-2025,05:30,DAD,11:10,DLI,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,25-09-2025,1,1,1,0,0,5738
VietJet Air,1160569,06-09-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,06-09-2025,0,0,0,0,0,5750
VietJet Air,1160569,06-09-2025,13:05,DAD,14:50,PQC,1h 45m,Bay thẳng,1.75,06-09-2025,0,0,0,0,0,5751
"Vietravel Airlines, VietJet Air",2058260,06-09-2025,11:05,DAD,16:40,PQC,5h 35m,"1 điểm dừng
Tự trung chuyển",5.58,06-09-2025,1,1,0,0,1,5752
VietJet Air,2102608,06-09-2025,08:40,DAD,16:40,PQC,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,06-09-2025,0,0,0,0,0,5753
"Vietravel Airlines, Bamboo Airways",2104935,06-09-2025,11:05,DAD,17:30,PQC,6h 25m,"1 điểm dừng
Tự trung chuyển",6.42,06-09-2025,1,0,0,1,1,5754
"Vietravel Airlines, VietJet Air",2173260,06-09-2025,11:05,DAD,18:15,PQC,7h 10m,"1 điểm dừng
Tự trung chuyển",7.17,06-09-2025,1,1,0,0,1,5755
VietJet Air,2217608,06-09-2025,07:20,DAD,15:05,PQC,7h 45m,"1 điểm dừng
Tự trung chuyển",7.75,06-09-2025,0,0,0,0,0,5756
Vietravel Airlines,2267176,06-09-2025,11:05,DAD,18:25,PQC,7h 20m,"1 điểm dừng
Tự trung chuyển",7.33,06-09-2025,0,0,0,0,0,5757
"Vietravel Airlines, Vietnam Airlines",2292381,06-09-2025,11:05,DAD,16:10,PQC,5h 5m,"1 điểm dừng
Tự trung chuyển",5.08,06-09-2025,1,0,1,0,1,5758
VietJet Air,2331827,06-09-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,06-09-2025,0,0,0,0,0,5759
"Bamboo Airways, Vietravel Airlines",2696304,06-09-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,06-09-2025,1,0,0,1,1,5760
VietJet Air,2002490,29-09-2025,05:30,DAD,14:05,PQC,8h 35m,"1 điểm dừng
Tự trung chuyển",8.58,29-09-2025,0,0,0,0,0,5766
VietJet Air,2002490,29-09-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,29-09-2025,0,0,0,0,0,5767
VietJet Air,2002490,29-09-2025,05:30,DAD,19:15,PQC,13h 45m,"1 điểm dừng
Tự trung chuyển",13.75,29-09-2025,0,0,0,0,0,5768
Vietravel Airlines,2651415,29-09-2025,11:05,DAD,18:25,PQC,7h 20m,"1 điểm dừng
Tự trung chuyển",7.33,29-09-2025,0,0,0,0,0,5769
"Vietravel Airlines, Vietnam Airlines",2669703,29-09-2025,11:05,DAD,16:10,PQC,5h 5m,"1 điểm dừng
Tự trung chuyển",5.08,29-09-2025,1,0,1,0,1,5770
"Bamboo Airways, Vietravel Airlines",2796904,29-09-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,29-09-2025,1,0,0,1,1,5771
Vietnam Airlines,2019173,08-08-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,08-08-2025,0,0,0,0,0,5772
VietJet Air,2643984,08-08-2025,11:25,DAD,17:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,08-08-2025,0,0,0,0,0,5774
"Vietravel Airlines, VietJet Air",2647530,08-08-2025,11:05,DAD,16:30,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,08-08-2025,1,1,0,0,1,5775
VietJet Air,2697425,08-08-2025,11:10,DAD,16:30,DLI,5h 20m,"1 điểm dừng
Tự trung chuyển",5.33,08-08-2025,0,0,0,0,0,5776
"Vietnam Airlines, VietJet Air",3086616,08-08-2025,09:00,DAD,16:30,DLI,7h 30m,"1 điểm dừng
Tự trung chuyển",7.5,08-08-2025,1,1,1,0,0,5777
"Vietravel Airlines, Vietnam Airlines",3218888,08-08-2025,11:05,DAD,18:20,DLI,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,08-08-2025,1,0,1,0,1,5778
"Vietnam Airlines, VietJet Air",3453994,08-08-2025,09:35,DAD,17:35,DLI,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,08-08-2025,1,1,1,0,0,5779
Vietnam Airlines,1862897,09-08-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,09-08-2025,0,0,0,0,0,5780
VietJet Air,1573505,09-08-2025,15:45,DAD,16:50,DLI,1h 5m,Bay thẳng,1.08,09-08-2025,0,0,0,0,0,5782
VietJet Air,2342611,09-08-2025,14:55,DAD,19:30,DLI,4h 35m,"1 điểm dừng
Tự trung chuyển",4.58,09-08-2025,0,0,0,0,0,5783
"Vietravel Airlines, Vietnam Airlines",2933163,09-08-2025,11:05,DAD,18:20,DLI,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,09-08-2025,1,0,1,0,1,5784
Vietnam Airlines,2019173,10-08-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,10-08-2025,0,0,0,0,0,5785
VietJet Air,1573505,10-08-2025,13:35,DAD,14:40,DLI,1h 5m,Bay thẳng,1.08,10-08-2025,0,0,0,0,0,5787
"Vietravel Airlines, Vietnam Airlines",2756676,10-08-2025,11:05,DAD,18:20,DLI,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,10-08-2025,1,0,1,0,1,5788
VietJet Air,2889706,10-08-2025,11:25,DAD,17:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,10-08-2025,0,0,0,0,0,5789
"VietJet Air, Vietnam Airlines",2983528,10-08-2025,06:55,DAD,11:10,DLI,4h 15m,"1 điểm dừng
Tự trung chuyển",4.25,10-08-2025,1,1,1,0,0,5790
"VietJet Air, Vietnam Airlines",2983528,10-08-2025,05:30,DAD,11:10,DLI,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,10-08-2025,1,1,1,0,0,5791
Vietnam Airlines,3684978,10-08-2025,06:00,DAD,11:10,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,10-08-2025,0,0,0,0,0,5792
"Vietnam Airlines, VietJet Air",4174025,10-08-2025,09:35,DAD,17:35,DLI,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,10-08-2025,1,1,1,0,0,5793
Vietnam Airlines,1437536,11-08-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,11-08-2025,0,0,0,0,0,5794
VietJet Air,1402504,11-08-2025,13:35,DAD,14:40,DLI,1h 5m,Bay thẳng,1.08,11-08-2025,0,0,0,0,0,5796
"Vietravel Airlines, Vietnam Airlines",2748410,11-08-2025,11:05,DAD,18:20,DLI,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,11-08-2025,1,0,1,0,1,5797
VietJet Air,3028634,11-08-2025,11:25,DAD,17:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,11-08-2025,0,0,0,0,0,5798
"Vietnam Airlines, VietJet Air",3151996,11-08-2025,09:35,DAD,17:35,DLI,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,11-08-2025,1,1,1,0,0,5799
"Vietravel Airlines, Vietnam Airlines",2510842,12-08-2025,11:05,DAD,18:20,DLI,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,12-08-2025,1,0,1,0,1,5802
Vietnam Airlines,1437536,13-08-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,13-08-2025,0,0,0,0,0,5803
"Vietravel Airlines, Vietnam Airlines",2748410,13-08-2025,11:05,DAD,18:20,DLI,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,13-08-2025,1,0,1,0,1,5805
VietJet Air,2765917,13-08-2025,11:25,DAD,17:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,13-08-2025,0,0,0,0,0,5806
"Vietnam Airlines, VietJet Air",3200857,13-08-2025,09:35,DAD,17:35,DLI,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,13-08-2025,1,1,1,0,0,5807
Vietnam Airlines,1437536,14-08-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,14-08-2025,0,0,0,0,0,5808
VietJet Air,1576642,14-08-2025,15:45,DAD,16:50,DLI,1h 5m,Bay thẳng,1.08,14-08-2025,0,0,0,0,0,5810
VietJet Air,2342611,14-08-2025,14:55,DAD,19:30,DLI,4h 35m,"1 điểm dừng
Tự trung chuyển",4.58,14-08-2025,0,0,0,0,0,5811
