Airline,Price,Start_Day,Start_time,take_place,End_time,destination,flight_time,transit,total_time_hour,End_day,Is_Transit,Is_VietJet_Air,Is_Vietnam_Airlines,Is_Bamboo_Airways,Is_Vietravel_Airlines,Id_Plane
Vietnam Airlines,2020895,29-08-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,29-08-2025,0,0,0,0,0,5395
"Vietravel Airlines, Bamboo Airways",2569001,29-08-2025,11:05,DAD,17:40,DLI,6h 35m,"1 điểm dừng
Tự trung chuyển",6.58,29-08-2025,1,0,0,1,1,5397
"Vietravel Airlines, VietJet Air",2575278,29-08-2025,11:05,DAD,16:30,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,29-08-2025,1,1,0,0,1,5398
"VietJet Air, Bamboo Airways",2671760,29-08-2025,12:15,DAD,17:40,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,29-08-2025,1,1,0,1,0,5399
"Vietravel Airlines, Vietnam Airlines",2698584,29-08-2025,11:05,DAD,18:20,DLI,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,29-08-2025,1,0,1,0,1,5400
VietJet Air,3183201,29-08-2025,11:25,DAD,17:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,29-08-2025,0,0,0,0,0,5401
"Vietnam Airlines, VietJet Air",3734973,29-08-2025,09:35,DAD,17:35,DLI,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,29-08-2025,1,1,1,0,0,5402
Vietnam Airlines,1438762,03-09-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,03-09-2025,0,0,0,0,0,5411
VietJet Air,2228986,03-09-2025,11:25,DAD,17:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,03-09-2025,0,0,0,0,0,5413
"Vietravel Airlines, Vietnam Airlines",2523522,03-09-2025,11:05,DAD,18:20,DLI,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,03-09-2025,1,0,1,0,1,5414
"Bamboo Airways, Vietravel Airlines",3170305,03-09-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,03-09-2025,1,0,0,1,1,5420
Vietnam Airlines,1582416,31-03-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,31-03-2025,0,0,0,0,0,5421
VietJet Air,1137150,31-03-2025,13:35,DAD,14:40,DLI,1h 5m,Bay thẳng,1.08,31-03-2025,0,0,0,0,0,5423
VietJet Air,2311459,31-03-2025,11:25,DAD,17:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,31-03-2025,0,0,0,0,0,5424
"Vietnam Airlines, VietJet Air",2362118,31-03-2025,09:35,DAD,17:35,DLI,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,31-03-2025,1,1,1,0,0,5425
Vietnam Airlines,1585413,01-04-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,01-04-2025,0,0,0,0,0,5426
VietJet Air,1565078,01-04-2025,15:45,DAD,16:50,DLI,1h 5m,Bay thẳng,1.08,01-04-2025,0,0,0,0,0,5428
VietJet Air,1948143,01-04-2025,14:55,DAD,19:30,DLI,4h 35m,"1 điểm dừng
Tự trung chuyển",4.58,01-04-2025,0,0,0,0,0,5429
Vietnam Airlines,1986012,02-04-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,02-04-2025,0,0,0,0,0,5430
VietJet Air,1562085,02-04-2025,15:45,DAD,16:50,DLI,1h 5m,Bay thẳng,1.08,02-04-2025,0,0,0,0,0,5432
Bamboo Airways,2828197,02-04-2025,11:50,DAD,17:40,DLI,5h 50m,"1 điểm dừng
Tự trung chuyển",5.83,02-04-2025,0,0,0,0,0,5433
"VietJet Air, Bamboo Airways",2899510,02-04-2025,12:15,DAD,17:40,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,02-04-2025,1,1,0,1,0,5434
"VietJet Air, Bamboo Airways",2906608,02-04-2025,11:10,DAD,17:40,DLI,6h 30m,"1 điểm dừng
Tự trung chuyển",6.5,02-04-2025,1,1,0,1,0,5435
"Bamboo Airways, Vietnam Airlines",2982124,02-04-2025,11:50,DAD,18:20,DLI,6h 30m,"1 điểm dừng
Tự trung chuyển",6.5,02-04-2025,1,0,1,1,0,5436
"VietJet Air, Vietnam Airlines",3053437,02-04-2025,12:15,DAD,18:20,DLI,6h 5m,"1 điểm dừng
Tự trung chuyển",6.08,02-04-2025,1,1,1,0,0,5437
Vietnam Airlines,1986012,03-04-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,03-04-2025,0,0,0,0,0,5438
VietJet Air,1562085,03-04-2025,15:45,DAD,16:50,DLI,1h 5m,Bay thẳng,1.08,03-04-2025,0,0,0,0,0,5440
Bamboo Airways,2828197,03-04-2025,11:50,DAD,17:40,DLI,5h 50m,"1 điểm dừng
Tự trung chuyển",5.83,03-04-2025,0,0,0,0,0,5441
"VietJet Air, Bamboo Airways",2899510,03-04-2025,12:15,DAD,17:40,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,03-04-2025,1,1,0,1,0,5442
"VietJet Air, Bamboo Airways",2906608,03-04-2025,11:10,DAD,17:40,DLI,6h 30m,"1 điểm dừng
Tự trung chuyển",6.5,03-04-2025,1,1,0,1,0,5443
"Bamboo Airways, Vietnam Airlines",2982124,03-04-2025,11:50,DAD,18:20,DLI,6h 30m,"1 điểm dừng
Tự trung chuyển",6.5,03-04-2025,1,0,1,1,0,5444
"VietJet Air, Vietnam Airlines",3053437,03-04-2025,12:15,DAD,18:20,DLI,6h 5m,"1 điểm dừng
Tự trung chuyển",6.08,03-04-2025,1,1,1,0,0,5445
Vietnam Airlines,2158839,05-04-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,05-04-2025,0,0,0,0,0,5446
VietJet Air,1971060,05-04-2025,15:45,DAD,16:50,DLI,1h 5m,Bay thẳng,1.08,05-04-2025,0,0,0,0,0,5448
VietJet Air,2449363,05-04-2025,14:55,DAD,19:30,DLI,4h 35m,"1 điểm dừng
Tự trung chuyển",4.58,05-04-2025,0,0,0,0,0,5449
Vietnam Airlines,1826172,06-04-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,06-04-2025,0,0,0,0,0,5450
VietJet Air,1398495,06-04-2025,13:35,DAD,14:40,DLI,1h 5m,Bay thẳng,1.08,06-04-2025,0,0,0,0,0,5452
VietJet Air,2878894,06-04-2025,08:40,DAD,16:30,DLI,7h 50m,"1 điểm dừng
Tự trung chuyển",7.83,06-04-2025,0,0,0,0,0,5453
VietJet Air,3714721,31-03-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,31-03-2025,0,0,0,0,0,5454
"VietJet Air, Bamboo Airways",2407289,31-03-2025,07:40,DAD,17:30,PQC,9h 50m,"1 điểm dừng
Tự trung chuyển",9.83,31-03-2025,1,1,0,1,0,5455
"Bamboo Airways, Vietravel Airlines",2636229,31-03-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,31-03-2025,1,0,0,1,1,5456
"VietJet Air, Vietravel Airlines",2254851,31-03-2025,07:40,DAD,18:25,PQC,10h 45m,"1 điểm dừng
Tự trung chuyển",10.75,31-03-2025,1,1,0,0,1,5457
VietJet Air,2814971,31-03-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,31-03-2025,0,0,0,0,0,5458
VietJet Air,1572060,01-04-2025,13:05,DAD,14:50,PQC,1h 45m,Bay thẳng,1.75,01-04-2025,0,0,0,0,0,5459
VietJet Air,1715700,01-04-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,01-04-2025,0,0,0,0,0,5460
"VietJet Air, Vietravel Airlines",2346005,01-04-2025,07:40,DAD,18:25,PQC,10h 45m,"1 điểm dừng
Tự trung chuyển",10.75,01-04-2025,1,1,0,0,1,5461
"VietJet Air, Vietravel Airlines",2346005,01-04-2025,07:20,DAD,18:25,PQC,11h 5m,"1 điểm dừng
Tự trung chuyển",11.08,01-04-2025,1,1,0,0,1,5462
VietJet Air,2436605,01-04-2025,07:40,DAD,15:05,PQC,7h 25m,"1 điểm dừng
Tự trung chuyển",7.42,01-04-2025,0,0,0,0,0,5463
VietJet Air,2436605,01-04-2025,07:20,DAD,15:05,PQC,7h 45m,"1 điểm dừng
Tự trung chuyển",7.75,01-04-2025,0,0,0,0,0,5464
"Bamboo Airways, Vietravel Airlines",2490700,01-04-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,01-04-2025,1,0,0,1,1,5465
VietJet Air,2521533,01-04-2025,08:40,DAD,15:05,PQC,6h 25m,"1 điểm dừng
Tự trung chuyển",6.42,01-04-2025,0,0,0,0,0,5466
VietJet Air,2815968,01-04-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,01-04-2025,0,0,0,0,0,5467
VietJet Air,1565078,02-04-2025,13:05,DAD,14:50,PQC,1h 45m,Bay thẳng,1.75,02-04-2025,0,0,0,0,0,5468
VietJet Air,2347720,02-04-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,02-04-2025,0,0,0,0,0,5469
"Bamboo Airways, Vietravel Airlines",2245638,02-04-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,02-04-2025,1,0,0,1,1,5470
"VietJet Air, Vietravel Airlines",2250245,02-04-2025,07:40,DAD,18:25,PQC,10h 45m,"1 điểm dừng
Tự trung chuyển",10.75,02-04-2025,1,1,0,0,1,5471
"VietJet Air, Vietravel Airlines",2250245,02-04-2025,06:55,DAD,18:25,PQC,11h 30m,"1 điểm dừng
Tự trung chuyển",11.5,02-04-2025,1,1,0,0,1,5472
VietJet Air,2411533,02-04-2025,08:40,DAD,16:40,PQC,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,02-04-2025,0,0,0,0,0,5473
VietJet Air,2437605,02-04-2025,07:40,DAD,12:35,PQC,4h 55m,"1 điểm dừng
Tự trung chuyển",4.92,02-04-2025,0,0,0,0,0,5474
VietJet Air,2437605,02-04-2025,06:55,DAD,12:35,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,02-04-2025,0,0,0,0,0,5475
VietJet Air,2753526,02-04-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,02-04-2025,0,0,0,0,0,5476
VietJet Air,1566075,03-04-2025,13:05,DAD,14:50,PQC,1h 45m,Bay thẳng,1.75,03-04-2025,0,0,0,0,0,5477
VietJet Air,1748556,03-04-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,03-04-2025,0,0,0,0,0,5478
"VietJet Air, Vietravel Airlines",2500618,03-04-2025,07:40,DAD,18:25,PQC,10h 45m,"1 điểm dừng
Tự trung chuyển",10.75,03-04-2025,1,1,0,0,1,5479
"VietJet Air, Vietravel Airlines",2500618,03-04-2025,07:20,DAD,18:25,PQC,11h 5m,"1 điểm dừng
Tự trung chuyển",11.08,03-04-2025,1,1,0,0,1,5480
VietJet Air,2603605,03-04-2025,07:40,DAD,15:05,PQC,7h 25m,"1 điểm dừng
Tự trung chuyển",7.42,03-04-2025,0,0,0,0,0,5481
VietJet Air,2603605,03-04-2025,07:20,DAD,15:05,PQC,7h 45m,"1 điểm dừng
Tự trung chuyển",7.75,03-04-2025,0,0,0,0,0,5482
"Bamboo Airways, Vietravel Airlines",2638097,03-04-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,03-04-2025,1,0,0,1,1,5483
VietJet Air,2681605,03-04-2025,07:20,DAD,12:35,PQC,5h 15m,"1 điểm dừng
Tự trung chuyển",5.25,03-04-2025,0,0,0,0,0,5484
"VietJet Air, Vietravel Airlines",2767199,03-04-2025,09:35,DAD,18:25,PQC,8h 50m,"1 điểm dừng
Tự trung chuyển",8.83,03-04-2025,1,1,0,0,1,5485
VietJet Air,3291775,03-04-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,03-04-2025,0,0,0,0,0,5486
VietJet Air,1573058,04-04-2025,13:05,DAD,14:50,PQC,1h 45m,Bay thẳng,1.75,04-04-2025,0,0,0,0,0,5487
VietJet Air,3083273,04-04-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,04-04-2025,0,0,0,0,0,5489
"VietJet Air, Vietravel Airlines",2825803,04-04-2025,06:55,DAD,18:25,PQC,11h 30m,"1 điểm dừng
Tự trung chuyển",11.5,04-04-2025,1,1,0,0,1,5490
"VietJet Air, Vietravel Airlines",2910731,04-04-2025,07:40,DAD,18:25,PQC,10h 45m,"1 điểm dừng
Tự trung chuyển",10.75,04-04-2025,1,1,0,0,1,5491
VietJet Air,3110605,04-04-2025,06:55,DAD,12:35,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,04-04-2025,0,0,0,0,0,5492
"Bamboo Airways, Vietravel Airlines",3135738,04-04-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,04-04-2025,1,0,0,1,1,5493
VietJet Air,3195533,04-04-2025,07:40,DAD,12:35,PQC,4h 55m,"1 điểm dừng
Tự trung chuyển",4.92,04-04-2025,0,0,0,0,0,5494
VietJet Air,3195533,04-04-2025,07:40,DAD,15:05,PQC,7h 25m,"1 điểm dừng
Tự trung chuyển",7.42,04-04-2025,0,0,0,0,0,5495
VietJet Air,3888281,04-04-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,04-04-2025,0,0,0,0,0,5496
VietJet Air,3110605,05-04-2025,07:40,DAD,15:05,PQC,7h 25m,"1 điểm dừng
Tự trung chuyển",7.42,05-04-2025,0,0,0,0,0,5498
VietJet Air,3110605,05-04-2025,07:20,DAD,15:05,PQC,7h 45m,"1 điểm dừng
Tự trung chuyển",7.75,05-04-2025,0,0,0,0,0,5499
"Bamboo Airways, Vietravel Airlines",3127695,05-04-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,05-04-2025,1,0,0,1,1,5500
VietJet Air,3165605,05-04-2025,07:40,DAD,12:35,PQC,4h 55m,"1 điểm dừng
Tự trung chuyển",4.92,05-04-2025,0,0,0,0,0,5501
VietJet Air,2176388,06-04-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,06-04-2025,0,0,0,0,0,5502
"VietJet Air, Vietravel Airlines",2368091,06-04-2025,06:55,DAD,18:25,PQC,11h 30m,"1 điểm dừng
Tự trung chuyển",11.5,06-04-2025,1,1,0,0,1,5503
"VietJet Air, Vietravel Airlines",2482803,06-04-2025,07:40,DAD,18:25,PQC,10h 45m,"1 điểm dừng
Tự trung chuyển",10.75,06-04-2025,1,1,0,0,1,5504
VietJet Air,2847440,06-04-2025,08:40,DAD,16:40,PQC,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,06-04-2025,0,0,0,0,0,5505
"Bamboo Airways, Vietravel Airlines",2904732,06-04-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,06-04-2025,1,0,0,1,1,5506
VietJet Air,2936810,06-04-2025,07:40,DAD,15:05,PQC,7h 25m,"1 điểm dừng
Tự trung chuyển",7.42,06-04-2025,0,0,0,0,0,5507
"VietJet Air, Vietravel Airlines",2947638,06-04-2025,09:35,DAD,18:25,PQC,8h 50m,"1 điểm dừng
Tự trung chuyển",8.83,06-04-2025,1,1,0,0,1,5508
VietJet Air,3087288,06-04-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,06-04-2025,0,0,0,0,0,5509
"Vietravel Airlines, VietJet Air",2593247,01-04-2025,23:15,DAD,16:15,VDO,17h 0m,"1 điểm dừng
Tự trung chuyển",17.0,02-04-2025,1,1,0,0,1,5510
VietJet Air,2714375,01-04-2025,23:15,DAD,16:15,VDO,17h 0m,"1 điểm dừng
Tự trung chuyển",17.0,02-04-2025,0,0,0,0,0,5511
VietJet Air,2873404,01-04-2025,21:05,DAD,16:15,VDO,19h 10m,"1 điểm dừng
Tự trung chuyển",19.17,02-04-2025,0,0,0,0,0,5512
VietJet Air,2873404,01-04-2025,19:45,DAD,16:15,VDO,20h 30m,"1 điểm dừng
Tự trung chuyển",20.5,02-04-2025,0,0,0,0,0,5513
VietJet Air,3131897,01-04-2025,16:00,DAD,16:15,VDO,24h 15m,"1 điểm dừng
Tự trung chuyển",24.25,02-04-2025,0,0,0,0,0,5514
VietJet Air,3139985,01-04-2025,18:05,DAD,16:15,VDO,22h 10m,"1 điểm dừng
Tự trung chuyển",22.17,02-04-2025,0,0,0,0,0,5515
VietJet Air,3246609,01-04-2025,15:20,DAD,16:15,VDO,24h 55m,"1 điểm dừng
Tự trung chuyển",24.92,02-04-2025,0,0,0,0,0,5516
"Bamboo Airways, VietJet Air",2868797,02-04-2025,08:25,DAD,16:15,VDO,7h 50m,"1 điểm dừng
Tự trung chuyển",7.83,02-04-2025,1,1,0,1,0,5517
VietJet Air,2873404,02-04-2025,07:40,DAD,16:15,VDO,8h 35m,"1 điểm dừng
Tự trung chuyển",8.58,02-04-2025,0,0,0,0,0,5518
VietJet Air,2873404,02-04-2025,06:55,DAD,16:15,VDO,9h 20m,"1 điểm dừng
Tự trung chuyển",9.33,02-04-2025,0,0,0,0,0,5519
VietJet Air,2958332,02-04-2025,08:40,DAD,16:15,VDO,7h 35m,"1 điểm dừng
Tự trung chuyển",7.58,02-04-2025,0,0,0,0,0,5520
"Vietnam Airlines, VietJet Air",4166205,02-04-2025,09:00,DAD,16:15,VDO,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,02-04-2025,1,1,1,0,0,5521
"Vietravel Airlines, Vietnam Airlines",2939343,04-04-2025,23:15,DAD,08:00,VDO,8h 45m,"1 điểm dừng
Tự trung chuyển",8.75,05-04-2025,1,0,1,0,1,5522
VietJet Air,3014330,04-04-2025,06:55,DAD,16:15,VDO,9h 20m,"1 điểm dừng
Tự trung chuyển",9.33,04-04-2025,0,0,0,0,0,5523
VietJet Air,3099258,04-04-2025,07:40,DAD,16:15,VDO,8h 35m,"1 điểm dừng
Tự trung chuyển",8.58,04-04-2025,0,0,0,0,0,5524
"VietJet Air, Vietnam Airlines",3142833,04-04-2025,23:15,DAD,08:00,VDO,8h 45m,"1 điểm dừng
Tự trung chuyển",8.75,05-04-2025,1,1,1,0,0,5525
VietJet Air,3280911,04-04-2025,08:40,DAD,16:15,VDO,7h 35m,"1 điểm dừng
Tự trung chuyển",7.58,04-04-2025,0,0,0,0,0,5526
"VietJet Air, Vietnam Airlines",3319250,04-04-2025,21:05,DAD,08:00,VDO,10h 55m,"1 điểm dừng
Tự trung chuyển",10.92,05-04-2025,1,1,1,0,0,5527
"VietJet Air, Vietnam Airlines",3319250,04-04-2025,06:55,DAD,08:00,VDO,25h 5m,"1 điểm dừng
Tự trung chuyển",25.08,05-04-2025,1,1,1,0,0,5528
"Bamboo Airways, Vietnam Airlines",3321145,04-04-2025,21:55,DAD,08:00,VDO,10h 5m,"1 điểm dừng
Tự trung chuyển",10.08,05-04-2025,1,0,1,1,0,5529
"Bamboo Airways, VietJet Air",3324265,04-04-2025,08:25,DAD,16:15,VDO,7h 50m,"1 điểm dừng
Tự trung chuyển",7.83,04-04-2025,1,1,0,1,0,5530
VietJet Air,2168565,05-05-2024,10:00,DAD,11:05,DLI,1h 5m,Bay thẳng,1.08,05-05-2024,0,0,0,0,0,5531
VietJet Air,2427940,05-05-2024,07:00,DAD,13:25,DLI,6h 25m,"1 điểm dừng
Tự trung chuyển",6.42,05-05-2024,0,0,0,0,0,5533
"Vietnam Airlines, VietJet Air",4610350,05-05-2024,07:00,DAD,19:55,DLI,12h 55m,"1 điểm dừng
Tự trung chuyển",12.92,05-05-2024,1,1,1,0,0,5534
VietJet Air,2168565,06-05-2024,10:00,DAD,11:05,DLI,1h 5m,Bay thẳng,1.08,06-05-2024,0,0,0,0,0,5535
VietJet Air,2427940,06-05-2024,07:00,DAD,13:25,DLI,6h 25m,"1 điểm dừng
Tự trung chuyển",6.42,06-05-2024,0,0,0,0,0,5537
"Vietnam Airlines, VietJet Air",4610350,06-05-2024,07:00,DAD,19:55,DLI,12h 55m,"1 điểm dừng
Tự trung chuyển",12.92,06-05-2024,1,1,1,0,0,5538
VietJet Air,2168565,07-05-2024,10:00,DAD,11:05,DLI,1h 5m,Bay thẳng,1.08,07-05-2024,0,0,0,0,0,5539
VietJet Air,2427940,07-05-2024,07:00,DAD,13:25,DLI,6h 25m,"1 điểm dừng
Tự trung chuyển",6.42,07-05-2024,0,0,0,0,0,5541
"Vietnam Airlines, VietJet Air",4610350,07-05-2024,07:00,DAD,19:55,DLI,12h 55m,"1 điểm dừng
Tự trung chuyển",12.92,07-05-2024,1,1,1,0,0,5542
VietJet Air,2168565,08-05-2024,10:00,DAD,11:05,DLI,1h 5m,Bay thẳng,1.08,08-05-2024,0,0,0,0,0,5543
VietJet Air,2427940,08-05-2024,07:00,DAD,13:25,DLI,6h 25m,"1 điểm dừng
Tự trung chuyển",6.42,08-05-2024,0,0,0,0,0,5545
"Vietnam Airlines, VietJet Air",4610350,08-05-2024,07:00,DAD,19:55,DLI,12h 55m,"1 điểm dừng
Tự trung chuyển",12.92,08-05-2024,1,1,1,0,0,5546
VietJet Air,2168565,09-05-2024,10:00,DAD,11:05,DLI,1h 5m,Bay thẳng,1.08,09-05-2024,0,0,0,0,0,5547
VietJet Air,2427940,09-05-2024,07:00,DAD,13:25,DLI,6h 25m,"1 điểm dừng
Tự trung chuyển",6.42,09-05-2024,0,0,0,0,0,5549
"Vietnam Airlines, VietJet Air",4610350,09-05-2024,07:00,DAD,19:55,DLI,12h 55m,"1 điểm dừng
Tự trung chuyển",12.92,09-05-2024,1,1,1,0,0,5550
VietJet Air,2168565,10-05-2024,10:00,DAD,11:05,DLI,1h 5m,Bay thẳng,1.08,10-05-2024,0,0,0,0,0,5551
VietJet Air,2427940,10-05-2024,07:00,DAD,13:25,DLI,6h 25m,"1 điểm dừng
Tự trung chuyển",6.42,10-05-2024,0,0,0,0,0,5553
"Vietnam Airlines, VietJet Air",4610350,10-05-2024,07:00,DAD,19:55,DLI,12h 55m,"1 điểm dừng
Tự trung chuyển",12.92,10-05-2024,1,1,1,0,0,5554
VietJet Air,2168565,11-05-2024,10:00,DAD,11:05,DLI,1h 5m,Bay thẳng,1.08,11-05-2024,0,0,0,0,0,5555
VietJet Air,2427940,11-05-2024,07:00,DAD,13:25,DLI,6h 25m,"1 điểm dừng
Tự trung chuyển",6.42,11-05-2024,0,0,0,0,0,5557
"Vietnam Airlines, VietJet Air",4610350,11-05-2024,07:00,DAD,19:55,DLI,12h 55m,"1 điểm dừng
Tự trung chuyển",12.92,11-05-2024,1,1,1,0,0,5558
VietJet Air,3873293,05-05-2024,14:15,DAD,16:00,PQC,1h 45m,Bay thẳng,1.75,05-05-2024,0,0,0,0,0,5559
VietJet Air,3530783,05-05-2024,12:35,DAD,18:30,PQC,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,05-05-2024,0,0,0,0,0,5560
VietJet Air,3530783,05-05-2024,09:15,DAD,18:30,PQC,9h 15m,"1 điểm dừng
Tự trung chuyển",9.25,05-05-2024,0,0,0,0,0,5561
VietJet Air,3530783,05-05-2024,07:55,DAD,18:30,PQC,10h 35m,"1 điểm dừng
Tự trung chuyển",10.58,05-05-2024,0,0,0,0,0,5562
VietJet Air,3530783,05-05-2024,07:05,DAD,18:30,PQC,11h 25m,"1 điểm dừng
Tự trung chuyển",11.42,05-05-2024,0,0,0,0,0,5563
VietJet Air,3530783,05-05-2024,06:00,DAD,18:30,PQC,12h 30m,"1 điểm dừng
Tự trung chuyển",12.5,05-05-2024,0,0,0,0,0,5564
"Bamboo Airways, VietJet Air",3578116,05-05-2024,12:50,DAD,18:30,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,05-05-2024,1,1,0,1,0,5565
"VietJet Air, Vietravel Airlines",3682796,05-05-2024,12:35,DAD,18:10,PQC,5h 35m,"1 điểm dừng
Tự trung chuyển",5.58,05-05-2024,1,1,0,0,1,5566
"VietJet Air, Vietravel Airlines",3682796,05-05-2024,09:15,DAD,18:10,PQC,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,05-05-2024,1,1,0,0,1,5567
"VietJet Air, Vietravel Airlines",3682796,05-05-2024,07:05,DAD,18:10,PQC,11h 5m,"1 điểm dừng
Tự trung chuyển",11.08,05-05-2024,1,1,0,0,1,5568
VietJet Air,3873293,06-05-2024,14:15,DAD,16:00,PQC,1h 45m,Bay thẳng,1.75,06-05-2024,0,0,0,0,0,5569
VietJet Air,3530783,06-05-2024,12:35,DAD,18:30,PQC,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,06-05-2024,0,0,0,0,0,5570
VietJet Air,3530783,06-05-2024,09:15,DAD,18:30,PQC,9h 15m,"1 điểm dừng
Tự trung chuyển",9.25,06-05-2024,0,0,0,0,0,5571
VietJet Air,3530783,06-05-2024,07:55,DAD,18:30,PQC,10h 35m,"1 điểm dừng
Tự trung chuyển",10.58,06-05-2024,0,0,0,0,0,5572
VietJet Air,3530783,06-05-2024,07:05,DAD,18:30,PQC,11h 25m,"1 điểm dừng
Tự trung chuyển",11.42,06-05-2024,0,0,0,0,0,5573
VietJet Air,3530783,06-05-2024,06:00,DAD,18:30,PQC,12h 30m,"1 điểm dừng
Tự trung chuyển",12.5,06-05-2024,0,0,0,0,0,5574
"Bamboo Airways, VietJet Air",3578116,06-05-2024,12:50,DAD,18:30,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,06-05-2024,1,1,0,1,0,5575
"VietJet Air, Vietravel Airlines",3682796,06-05-2024,12:35,DAD,18:10,PQC,5h 35m,"1 điểm dừng
Tự trung chuyển",5.58,06-05-2024,1,1,0,0,1,5576
"VietJet Air, Vietravel Airlines",3682796,06-05-2024,09:15,DAD,18:10,PQC,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,06-05-2024,1,1,0,0,1,5577
"VietJet Air, Vietravel Airlines",3682796,06-05-2024,07:05,DAD,18:10,PQC,11h 5m,"1 điểm dừng
Tự trung chuyển",11.08,06-05-2024,1,1,0,0,1,5578
VietJet Air,3873293,07-05-2024,14:15,DAD,16:00,PQC,1h 45m,Bay thẳng,1.75,07-05-2024,0,0,0,0,0,5579
VietJet Air,3530783,07-05-2024,12:35,DAD,18:30,PQC,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,07-05-2024,0,0,0,0,0,5580
VietJet Air,3530783,07-05-2024,09:15,DAD,18:30,PQC,9h 15m,"1 điểm dừng
Tự trung chuyển",9.25,07-05-2024,0,0,0,0,0,5581
VietJet Air,3530783,07-05-2024,07:55,DAD,18:30,PQC,10h 35m,"1 điểm dừng
Tự trung chuyển",10.58,07-05-2024,0,0,0,0,0,5582
VietJet Air,3530783,07-05-2024,07:05,DAD,18:30,PQC,11h 25m,"1 điểm dừng
Tự trung chuyển",11.42,07-05-2024,0,0,0,0,0,5583
VietJet Air,3530783,07-05-2024,06:00,DAD,18:30,PQC,12h 30m,"1 điểm dừng
Tự trung chuyển",12.5,07-05-2024,0,0,0,0,0,5584
"Bamboo Airways, VietJet Air",3578116,07-05-2024,12:50,DAD,18:30,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,07-05-2024,1,1,0,1,0,5585
